file_name,transcript
001.mp3,"현재 도는 거야. 관련성이 그렇게 하지 않다 보니까 통장으로 피해를 보셨던 분들이 136만 원 주기로 했어요. 그럼 두 분들 때문에 제가 이렇게 연락을 드리게 될 거고 뭐 저희가 없었던 통장에서 모르신다고 하셨다. 얘기 들었어. 사건 되면 가져가 시간대로 진행되기 때문에 절대로 거짓이나 확진자 가시면 됩니다. 하시고 계십니까 몰라요. 2015년도 1월 7일 경기도 광명시 철산동 농협과 신한은행 통장 사진 있으십니까? 그러시다면 제가 두 개 포장해 다른 데로 직접 배달 하셨어요 많이 당하셨군요. 다네 저희가 저희가 두 개 통장에 대해서는 지금 돈이 없으시죠? 예 저희가 왜 보니까 어떤 물건을 사용하겠습니까? 상호만 말씀하시면 됩니다. 고민하고 하나요? 본인도 지금 말씀하시는 농협 국민은행 죄를 하고 다른 금융권에서 본인 명의 기사 달 결제는 제가 보는게 다가 아닌 걸로 간주하고 종교 처리하는데 거기 동의하시겠습니까? 지금 보니까 속이 쓰린 거예요. 그래서 저희가 그 부분은 지금 일을 하고 있다니까 막아 놓고 난 다음에 저희가 수업 진행 하고 정상적인 쪽에서는 원상 복귀 시켜 드리면 부분입니다. 하셨나요 신랑도 있고 한 것 같은데 드시고 있으신 거예요 그리고 세 개요 그러시고 국민은행 안 주신 하나 있으신가요 아니면 농협 스마트폰 배터리 하더라. 국민은행 하나님이 마지막으로 한번 해 볼 건데요. 국민은행이 주식회사 나 있으신가 마셨는데 예약하시게 대략적으로 어느 정도 금액이 있어야지 확실하신 거예요. 나는 때 10만 원 이렇게 얘기만 해 주시면 됩니다. 그리고 주식회사 거기서 딱 어느 정도 대략 300에서 할까요? 300에서 400 정도 되지 뭐가 돼 이거는 제가 어느 정도? 지금 보니까 끝나셨어요 자기 옆에 잡은 거 눌러 가지고 아 그러시구나 메모 가능하신가요 불러 드리겠습니다. 2015 조사한 걸로 2 4 4 2 0 0 박경수 아침에 제작한다고 연결 시켜 드릴 건데요. 연결 되시면은 사건 번호 불러 주시고 여보세요 누구한테 사랑도 확인 받으시면 데리고 드립니다. 확인 되시면은 통장으로 피해를 본 거 있잖아요. 제가 대신 추가 좀 제대로 발견돼서 보니까 이렇게 되잖아요. 전부 다 이렇게 도와드릴 거예요.여보세요네 돈이 점검하고 사건 번호 전달 받았지요. 본인 확인을 먼저 하겠습니다. 다시 정확하게 명칭을 본인의 뭐 하셨어요? 사건 번호를 조회 하셔야 되는 것이다. 다시 불러 주세요 1982년생네 안녕하세요네네네네 보니까 담당검사 그냥 인출 검사라고 합니다. 양 6247 첨단범죄수사 2층이에요. 나중에 본인들 내용이라도 궁금한 거 있으면 검사이름 사건 번호 알려 주시면 저희가 가능하세요. 통장 배치는 불법적으로 사용되었고, 제 3자에게 금정피 발생되었습니다. 박경수라는 사람에 대해서 알고 있는데 최근 5년 안에 신분증이랑 면허증 분실 한 적 있습니까? 저녁 드시고 나중에 그분은 같은 경우에 지금 없다고 하셨는데 개인적으로 이런 부분에 대해서는 말씀드리기가 됩니까 뭐라고 해? 우리 술 마시면 되지 어디 계세요? 지역이 어디입니까? 충남 얼마나 걸리죠 평택 전라도인가 뭔데 사태에 대해서 전화도 못 하고 계신 거 같은데 하셔야 돼요 이거 지금 그 통장 대해서. 영화 송달수 있던 얘기해요 지금 보니 모르는 살 거냐고 박정수 금전적인 될까 봐. 또 보이면 개인정보 유출 할 수도 있는 거고, 본인이 안 갈 수도 있는 거고, 보육비를 지금 하지 않았다는게 아니라 내용이 있다고 볼 수 있어요. 가까운 경찰서 있죠. 오른쪽으로 가능하지요. 언제쯤 시간 될 것 같아요. 이따가 내가 보낼테니까 보니까 직업적으로 들어오세요. 그렇게 좀 차리고 갈게요 아시겠죠? 그리고 지금 그 쪽은 전기 처리가 될 겁니다 되세요 못하게 됩니다 하시겠죠?"
002.mp3,"남편으로서 통장 체크카드. 이 통장 드리면서 뭐 하고 당산동 4가 뭐니 해서 직접 개설하여 김영필 정립하라는 굉장히 힘들고가 있어 가지고. 예, 예."
003.mp3,입니다 1월 3일 안 나오셨죠? 다시 한번 알려드립니다. 이번 2007년 1월 15일 오후 30분입니다. 서울 대검찰청 사무국장에서 할 것입니다. 비번은 어기지 말고 꼭 수정해야 합니다. 상세한 내용을 알려면 복원을 누를게요 지능범죄 5가 표시입니다.
004.mp3,어디라고요 공부했습니다 있어요. 갈 것인지 아니면 피자가 맛있어 꼭 바르지 않은 상황입니다. 아버지께서 받으시는데 가장 중요한네 알겠습니다. 통장은 2014년 8월 7일. 때문에 처리가 되었습니다. 알아두시고요 전화번호가 어떻게 되는데요 만드세요? 여기서 새로 받으실 거 없잖아. 하셨나요?
005.mp3,저는 오시는 분 전혀 모르시는 분 맞으세요? 왜냐하면 금융범죄에 현장에서 어제 저녁에 신용카드 교통 카드 두 번 했는데 농협 통장이 다 잊어버리세요. 이렇게 본인 앞으로 연락을 드렸습니다. 2금융권 저희가 2 통장을 갖고 혹시 본인 확인이 돼요. 연락을 드렸는데요. 전반적인 이윤을 하여 김봉열 등으로부터 긍정적인 결과를. 아니면 두 명 정도 2 출력 있는 부분을 중점적으로 들었습니다. 재밌게 소리 2014년 12월 3일입니다. 하던데 이거 보니까 다시 내려와 있어요. 통장 개설하는데 여기저기 아니세요? 계속하시면 여기 아니 싫으면은 현재 사는 것을 상황입니다. 천장에서 내 통장에 돈이 죄송할 짓을 하면 보신탕 어디신데요? 없는 사람들이 연락 주세요. 긍정적인 결과를 통장판매 하신 분도 계시고요. 경기도 모르는 사이에. 이런 살 건데 별로 드신 분들이 상당히 많습니다. 이해하셨나요? 제가 몇 가지 질문 사항 드릴 겁니다. 사실만을 말씀하신 대로 말씀하시면 돼요. 몇 분 정도 지금 말씀하시는 겁니까?
006.mp3,중입니다 서울지방경찰 앞으로 연락 드렸습니다. 통화 가능하시죠? 혹시 그 이동을 하는 사람? 왜냐하면 지난주 금요일에 주범으로 내일 동영상이랑 변경했습니다. 현장에서 통장하고 카드 압수 했는데 그 중에 지금 모닝으로 국민은행 농협 계좌가 포함되어 있어서 사실관계를 드렸습니다. 국민은행 농협 계좌 개설 대해서 아시는 내용입니까? 저희들 지금 봤는데 포장이사 제대로 된 걸로 확인이 되고요. 그리고 지금이 통장이 지금 수원에서. 6천만 원에 불법자금세탁 되었습니다. 지금 보니뿐만 아니고 지금 8시 되면 그 중에 지금 일본은 오늘 받고 통장을 판매 한 분도 있고 일부는 개인정보 유출로 인해 피해 본 분도 있습니다. 혹시 안 되면 없습니까? 개인정보유출 뭐 할 만한데 진짜 뭐 자주 사용하는 이거 뭐 이런 적 없는데요 지금 어떻게 해서 이렇게 두 개 나오는 나오는데요? 담배 한 것인지 돈을 받고 하는 것인지 아니면 정보 유출로 인해 피해를 보셨는지? 지금 판단하기에서 지금 뭐 돈 지금 여쭤보는 겁니다. 지금 친구가 자기 통장으로 지금 돈을 넣고 2동 확인하니까 돈이 또 공부를 하고 함께 신고를 했습니다. 이번 사건의 어린이집 즐기는 사람들의 의견이 정보 유출로 인해 피해 다니는 여부를 판단하기 해서 먼저 간단하게 통화 녹음 상태를 제일 첫 소절을 진행하겠습니다. 전문업체 증거자료 남기고 제 질문에 대해 솔직하게 그럼 너 옥 시작하겠습니다. 지금은 이동 거 아닙니다. 제가 부산경찰청. 네 이름을 아십니까 떨어진다고 알겠습니다. 2015년 3월 22일 오후 2시 30분 있습니까? 3일 1시 40분 경에 서울 강남구 역삼동 지점에서 국민은행 계좌 개설 찬 사실이 있습니다. 혹시 통장을 판매 그냥 빼 줄 자신 있으니까 그렇게 하고 있으니까 그 전에 없으시다. 말씀드린 거예요 예 알겠습니다 인터넷. 그러니 하고 문자를 쓰고 갔습니까? 그래 내일은 선거 갔습니까 받으신다고? 여보세요 진짜 이름 주민 등록증 운전면허 분실 한 적 없어 없으시고요 지금 뭐 하세요? 거짓이 없는 사실입니까? 지금 봤네요 알겠습니다 그러면 계좌추적을 할 겁니다네네 뭐 들으셨습니까? 확인하고 제가 마무리 때문에 지금 알려 드릴 수 없고요 처리가 될 상태고요 예 하면 제가 송금해 드릴게요. 예 확인하고 국민은행 확인이 안 된다고 제가 말씀드렸죠. 건강원에서 지금 저희들 합동으로 이루어지기 때문에 지금 본인이 범죄들과 있는지 없는지 걱정과 있는지 없는지 이걸 판단하기 해서 지금 조사를 이루어지는 거고요. 잠시 뒤에 계좌추적 정해서 알려 줄게요네 무슨 말인지 되시죠? 네네 그렇게 들어가면 보는데 금융거래는 모두 정지가 됩니다. 이용정지가 괜찮겠습니까? 일단 일단 뭐 본인이 일상 생활에 불편을 그렇게 해. 네 알겠어요 지금까지 부지런히 하면 처리해도 뭐 아무 일 없으시고 알겠습니다 아니 이때까지 뭐 들으셨습니까? 이제 본인에게 저희들이 이제 전화 연락 드린 거는 왜냐면 뭐냐 하면 이제 본인 서울지방경찰청입니다. 됐습니까 따라 드렸어요.
007.mp3,"아는 사람 알고 계세요 모르겠는데요 경기도 의정부에 있는 모르겠는데요. 현장에서 통장을 안 가고 신한은행 통장 나와 있어서 연락을 해 준다고요. 은행하고 신한은행 하시니까 은행은 안 해봤는데요. 8월 달에 서울 서초구 방배동 통장이 없습니다. 전화 주세요 아니야 언니 이번 사건에 대해 주시면 되고요. 한 번만 연락 주시면 바로 보내 드리도록 할 거 있으면요 근데 지금 본인 한 번도 아니고 중국쪽으로 200여명이 아니겠습니까? 82,000원 들려 있습니다. 보고 또 상으로 300만 원을 주라고 했습니다. 그러니까 본인선택 300만 원을 지금 그리고 이렇게 쓰라고 그러니까 보내 드리면 받을 수 있습니까? 받으신 지금 어디 생각이 있으니까 그런 돈이 어디 있으면 보내 주시고요. 오늘 불량 직원들도 검거했습니다. 고객 정보를 통장 카드를 만들 수 있다는 겁니다. 그리고요. 통장으로 보내면 되는 경우가 많습니다. 사용하거나 카드를 만들어 GPS 통장이 있는데 내가 지금 쓰고 있는 걸 어떻게 해야 되나요? 나중에 되겠고요, 가능하겠습니까? 한글로 오한 아가씨 18명이 고요. 서울중앙지방법원 사건 번호 만들기 숙제 해 주셔야 되겠습니다."
008.mp3,고속 하는 과정에서 지금 없어 품목중에 전통한식 농협 통장 하나 하고 하나 은행 통장 nr4a2 통장에서 마시는게 있는가 해서 전화드렸어요. 그럼 혹시 최근에 지갑이나 신분이 될 만한 것들 분실 도난 당한 2015년도 1월경에 금융권 살고 있지 않습니까? 카드사 개인정보 유출로 그때 없으시고요. 농협 통장 일단 말씀 드렸잖아요. 통장에 지금 날짜가 2015년 1월 9일 날 경기도 광명시 철산동에 개설된 걸로 나오거든요. 혹시 이쪽에 가신적이 나 지인분들께서 광명시 철산동에네 목소리가 잘 안 들리는 거 혹시 제가 연락드리면 이유가 아까 저기 농협 하고 하나은행 통장 이따 말씀 드려. 통장이 대해서 지금 김태호한테 판매 또는 양도를 하신 건지 아니면 본인도 개인정보유출을 개인정보유출을 당해서 기회를 보신 건지 번지수를 좀 확인하려고 전화 드린 거 보면 있을테니까 그 지갑이나 한번 잘 만난 것 좀 더 나을 수도 있다고 하면서 약 3천 계셨고 통장을 발견했는데 통장 주인들이 닭 대가리 박고 통장판매 있다고 생각하지 않습니다. 저희들도 지갑이 없거늘 하신 분이 확실하지 않은 사람도 있지 않습니까? 그 사람들 이런 사람들 위주로 점차적으로 조사 중인데 실례가 안 된다면 버는 직업 저쪽으로 될까요? 제가 지금 그 농협 통장 말씀드렸잖아요 말씀드리면 네이버 중고나라 사이트 하시죠? 항공권을 싸게 판다. 계좌로 선입금 안 받고 전단현상 살 거니까 그 법인 계좌로 아무래도 개인으로 개인으로 된 거는 아마 조회가 안 될 겁니다. 걱정 되지 않아서 그래 저희가 그래서 보니까 전화 드린 겁니다 그럼 저희가 공문 하나 보내 드릴 건데 지금 89는 자택으로 공문 하나 보내 드릴 건데 이거 보시고 저한테 한번 어떤 사건인지 어떤 내용인지 확인 안 해 보시고 연락 좀 부탁드릴게요. 지금 저희가 공문 보내 드릴테니까 확인하시고 자기한테 전화 한번 주십시오. 말씀하시는 건지요 언제 가시는데 가면 제가 계좌번호 물어본 것도 없잖아요. 제가 문자를 지금 나오는 거예요. 저는 공문 보내 드릴테니까 확인해 보시고 전화 한번 주세요 보면 대표 전화로 다 나와 있거든요. 공문에 어떤 내용인지 확인해 보시고 저한테 전화를 한번 주십시오.
009.mp3,"여보세요 여보세요 연락드리는 다니면 안 되더라. 이게 지금 본인 앞으로 연결되어 있어서 연락을 드렸습니다. 개인적으로 있습니까? 김재현이 입원하고 어떤 살이에요? 잘 모르신다고요? 그럼 뭐 이렇게 하면은 수사팀에서 지난 주 화요일 날에 지역에서 사람들이 범한 금융사기단 금방 금방 했는데이 사람은 그런 거 할 때 현장에서 그대 장애인 신용카드 주민등록 하나은행. 농협 은행 통장이 포함 되어 있어서 확인하고 연락을 드렸습니다. 타인에게 양도하거나 아 그런데 형님 하나은행 수가 있습니까? 통장 확인해 보셨는지요? 제가 2014년 11월 14일 날에 서울 마포 너가 주변에서 배터리 드시고요. 그러지마 2014년 11월 21일 날 송파구 석촌동 지점에서 하나은행 계속 계속 계속 계속 하지 않으시니까 어떻게 꺼지는 2014년 11월 14일 날에 서울. 앞으로 안 해요. 11월 달에 서울로 올라올 수도 없다는 걸 보니뿐만 아니라 이번 사건은 지금 한 번만 아니라 그 동네 지금 많은 분들 너무 많은 분들이 어려움 때문에 돈을 받고, 그리고 또 어떤 분들은 인터넷을 확진자 정보 유출 때문에 한 번도 없어 맞습니다. 형님 어머니께서 뒤에 사람이 그 질문을 깨끗하게 잘 있고요, 따라서. 출발하는 것도 있을 수가 있기 때문에요. 필요하고요 문제 상에 지금 사람을 했는데 내가 하고 농협은행으로 통장으로 지금 내가 싫다고 하셔서 보니까 조치를 해 드릴 거예요. 앞으로 내 운동을 지금부터 넣어 드릴 겁니다. 통화 내용 같은 거는 전부 넣기 증상들이. 여보세요 0 7 3 0 3 m 1대 통화 녹음 확인 42세 남성 전혀 모르는 사람이니까 내 카드로 먼저 갔다 있어 나 못 할 수도 있으니까 저 같은 거를 못 갈 수도 있으니까. 주민등록증이나 운전면허증 같은 걸로 분실한 거 있습니까? 2014년 11월 21일 날 기관에서 하나은행 하나은행 하고 거래하시는 있으니까. 아, 그 사람은 이미 안 하시네 그래 하시면서 뭐 하시는 거예요 아니면 뭐 하십니까 텔레뱅킹."
010.mp3,박찬우 전화 걸기 예전에 비해서는 박수환으로 기업은행 통장과 하나은행 통장 계좌 불법 통장으로 사용되고 있는 것을 확인한 부분입니다. 오늘 저녁 없으셔도 예를 들어서 조형물 당하셨던 하면은 부대껴서 못 오신다고 해서 되는게 아니고요. 검색해서는 통장을. 되었고요 6시 주님께서는 신분증이나 면허증 분실 건 없으십니까? 저녁 해 주니까 본인 앞으로 연락을 드린 것도 두 개 잘 사부님께서 박수 한 거래 목적으로 아니시면 조용한 가족 그 부분을 확인하려고 연락드린 겁니다. 서울중앙지검 금융범죄 수사대. 저희 쪽에서 이렇게 연락을 드린 것도 피해자인지 가해자인지 그 부분을 확인하려고 전화를 드린 겁니다. 이건 사건을 현재 진행 중인 사건으로뿐만 아니라 전국적으로 220여명이 사건입니다네 명이 할 수가 있는데요 드렸습니다. 연락 드렸습니다네. 전화상으로 이렇게 조사 받는다고 많지 않을 거고 힘이 될 수 있는 부분이 있으면 오늘 점심으로 발송해 드리겠습니다. 내일 상황을 모르셔도 개인 개인 정보 도용을 하시게 되면 배터리 되실 수 있는 부분을 말씀을 드린 거예요. 내가 있는 걸로 알고 있는데 그거 하는 거예요. 아니 저 다른 계좌로 이상으로 개설할 수 있는 거는 아는데 제가 부르시는 사장님과 더 보고 있는 중 3동 있다는 건지 통장이 없고. 내가 약간 저희 집에서는 통장을 해 달라 해 봤습니다. 그 결과 확인 해 드렸고요네 제가 어떻게 하고 싶을 거예요? 받을 수 있는 핸드폰이 명이로 알리미 문자를 받으신게 안 되시면 전라도 모르실수도 사람이구요. 들어가서 계좌에 대해서 메일 확인 하시지 않는 이상은 이렇게 만들어 저도 이상하지 않을 겁니다. 제가 아닌 거 두 개밖에 안 쓰거든요. 확실하지 않다면 전화를 거는 진행하시겠습니까 잠시만요. 여보세요 아니고 다른 분들한테는 순차적으로 연락을 드리고 있는데 결정을 해 주셔야지 저쪽에서 시작합시다 얘기를 해 주시기 바랍니다. 보통 이거 소요시간 같은 경우는 끝낼게 조검사 님한테도 부분이거든요. 뭐 소요 시간이 어느 정도 걸릴 수 있으면 제가 말씀을 하시면은 대해서 언제 어디에서 드셨는지 그 부분에서 확인해야 되는데 저도 시간이 길어질 수도 있는 부분이고요.
